Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Image Position,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Alt Text,Variant Image,SEO Title,SEO Description,Status
detectaplast-elastic-blauwe-pleisters-68x38mm-anker-50-stuks,,,,,,,2,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-elastic-blauwe-pleisters-68x38mm-anker-50-stuks-2.jpg,Detectaplast Elastic blauwe pleisters 68x38mm (Anker) (50 stuks),,,,
detectaplast-elastic-blauwe-pleisters-68x38mm-anker-50-stuks,,,,,,,3,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-elastic-blauwe-pleisters-68x38mm-anker-50-stuks-3.jpg,Detectaplast Elastic blauwe pleisters 68x38mm (Anker) (50 stuks),,,,
detectaplast-elastic-blauwe-pleisters-120x20mm-100-stuks,Detectaplast Elastic blauwe pleisters 120x20mm (100 stuks),"<p>Lange vingerpleister van Detectaplast in blauw elastisch textiel, 120 x 20 mm, 100 stuks per hersluitbaar doosje. De pleister wikkelt u volledig om de vinger, zodat hij ook bij snijwerk en afwassen op zijn plaats blijft. Hij is blauw voor visuele herkenning en bevat een aluminiumlaag die door metaaldetectoren in de voedingsindustrie wordt opgemerkt. De kleefstof is hypoallergeen en latexvrij, het wondkussen is sterk absorberend en verkleeft niet, en de pleister voldoet aan de HACCP-norm.</p><ul><li>Lange vingerpleister, 120 x 20 mm</li><li>100 stuks in hersluitbaar doosje</li><li>Blauw, detecteerbaar door aluminiumlaag</li><li>Elastisch textiel, hypoallergene latexvrije kleefstof</li><li>Voldoet aan de HACCP-norm</li></ul>",Detectaplast,HACCP & horeca,"HACCP & horeca, HACCP pleisters (blauw), btw-9",TRUE,1,Title,Default Title,detectaplast-elastic-blauwe-pleisters-120x20mm-100-stuks,,,,continue,manual,10.54,11.71,TRUE,TRUE,https://ehbodepot.nl/assets/img/products/evac/detectaplast-elastic-blauwe-pleisters-120x20mm-100-stuks.jpg,Detectaplast Elastic blauwe pleisters 120x20mm (100 stuks),,Detectaplast Elastic blauwe pleisters 120x20mm (100 stuks),"Lange vingerpleister van Detectaplast in blauw elastisch textiel, 120 x 20 mm, 100 stuks per hersluitbaar doosje. De pleister wikkelt u volledig om de ving",active
detectaplast-elastic-blauwe-pleisters-120x20mm-100-stuks,,,,,,,2,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-elastic-blauwe-pleisters-120x20mm-100-stuks-2.jpg,Detectaplast Elastic blauwe pleisters 120x20mm (100 stuks),,,,
detectaplast-elastic-blauwe-pleisters-120x20mm-100-stuks,,,,,,,3,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-elastic-blauwe-pleisters-120x20mm-100-stuks-3.jpg,Detectaplast Elastic blauwe pleisters 120x20mm (100 stuks),,,,
detectaplast-elastic-blauwe-pleisters-180x20mm-100-stuks,Detectaplast Elastic blauwe pleisters 180x20mm (100 stuks),"<p>Extra lange vingerpleister van Detectaplast, 180 x 20 mm, van blauw elastisch textiel; per 100 stuks in een hersluitbaar kartonnen doosje. De lengte van 18 cm maakt meerdere windingen om de vinger mogelijk, waardoor de pleister stevig zit bij intensief handwerk in keuken of productie. Blauwe kleur en aluminiumlaag zorgen dat de pleister visueel en met metaaldetectie is te traceren. De kleefstof is hypoallergeen en latexvrij, het wondkussen absorbeert goed zonder te verkleven, en de pleister voldoet aan HACCP, BRC en IFS.</p><ul><li>Lange vingerpleister, 180 x 20 mm</li><li>100 stuks in hersluitbaar doosje</li><li>Blauw, detecteerbaar door aluminiumlaag</li><li>Elastisch textiel, hypoallergene latexvrije kleefstof</li><li>Voldoet aan HACCP, BRC en IFS</li></ul>",Detectaplast,HACCP & horeca,"HACCP & horeca, HACCP pleisters (blauw), btw-9",TRUE,1,Title,Default Title,detectaplast-elastic-blauwe-pleisters-180x20mm-100-stuks,,,,continue,manual,13.53,15.03,TRUE,TRUE,https://ehbodepot.nl/assets/img/products/evac/detectaplast-elastic-blauwe-pleisters-180x20mm-100-stuks.jpg,Detectaplast Elastic blauwe pleisters 180x20mm (100 stuks),,Detectaplast Elastic blauwe pleisters 180x20mm (100 stuks),"Extra lange vingerpleister van Detectaplast, 180 x 20 mm, van blauw elastisch textiel; per 100 stuks in een hersluitbaar kartonnen doosje. De lengte van 18",active
detectaplast-elastic-blauwe-pleisters-180x20mm-100-stuks,,,,,,,2,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-elastic-blauwe-pleisters-180x20mm-100-stuks-2.jpg,Detectaplast Elastic blauwe pleisters 180x20mm (100 stuks),,,,
detectaplast-elastic-blauwe-pleisters-180x20mm-100-stuks,,,,,,,3,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-elastic-blauwe-pleisters-180x20mm-100-stuks-3.jpg,Detectaplast Elastic blauwe pleisters 180x20mm (100 stuks),,,,
detectaplast-elastic-blauwe-pleisters-180x30mm-100-stuks,Detectaplast Elastic blauwe pleisters 180x30mm (100 stuks),"<p>Brede lange vingerpleister van Detectaplast, 180 x 30 mm, van blauw elastisch textiel; 100 stuks per hersluitbaar doosje. Met 30 mm breedte dekt deze uitvoering grotere wonden op vingers en handen af dan de standaard lange vingerpleister, en door de lengte kan hij meerdere keren om de vinger. De blauwe kleur en de aluminiumlaag maken de pleister visueel en met metaaldetectie terug te vinden, zoals gebruikelijk in de voedingsindustrie. Hypoallergene, latexvrije kleefstof; absorberend, niet verklevend wondkussen; conform HACCP, BRC en IFS.</p><ul><li>Extra lange en brede vingerpleister, 180 x 30 mm</li><li>100 stuks in hersluitbaar doosje</li><li>Blauw, detecteerbaar door aluminiumlaag</li><li>Elastisch textiel voor bewegende lichaamsdelen</li><li>Voldoet aan HACCP, BRC en IFS</li></ul>",Detectaplast,HACCP & horeca,"HACCP & horeca, HACCP pleisters (blauw), btw-9",TRUE,1,Title,Default Title,detectaplast-elastic-blauwe-pleisters-180x30mm-100-stuks,,,,continue,manual,17.45,19.39,TRUE,TRUE,https://ehbodepot.nl/assets/img/products/evac/detectaplast-elastic-blauwe-pleisters-180x30mm-100-stuks.jpg,Detectaplast Elastic blauwe pleisters 180x30mm (100 stuks),,Detectaplast Elastic blauwe pleisters 180x30mm (100 stuks),"Brede lange vingerpleister van Detectaplast, 180 x 30 mm, van blauw elastisch textiel; 100 stuks per hersluitbaar doosje. Met 30 mm breedte dekt deze uitvo",active
detectaplast-elastic-blauwe-pleisters-180x30mm-100-stuks,,,,,,,2,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-elastic-blauwe-pleisters-180x30mm-100-stuks-2.jpg,Detectaplast Elastic blauwe pleisters 180x30mm (100 stuks),,,,
detectaplast-elastic-blauwe-pleisters-180x30mm-100-stuks,,,,,,,3,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-elastic-blauwe-pleisters-180x30mm-100-stuks-3.jpg,Detectaplast Elastic blauwe pleisters 180x30mm (100 stuks),,,,
detectaplast-premium-blauwe-pu-pleisters-waterbestendig-25-x-72-mm-100,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 25 x 72 mm (100 stuks)","<p>Waterbestendige blauwe pleisters van Detectaplast Premium, 25 x 72 mm, 100 stuks in een hersluitbaar doosje. De kunststof (PU) pleister is water- en vuilafstotend, heeft een zeer sterke kleefkracht en is per stuk verpakt, wat hem geschikt maakt voor de voedingsverwerkende industrie en natte werkplekken. De blauwe kleur maakt de pleister goed zichtbaar en de aluminiumlaag zorgt dat hij door metaaldetectie wordt gesignaleerd. De pleisters voldoen aan HACCP, BRC en IFS.</p><ul><li>100 waterbestendige PU-pleisters van 25 x 72 mm</li><li>Individueel verpakt</li><li>Zeer sterke kleefkracht, water- en vuilafstotend</li><li>Blauw, detecteerbaar door aluminiumlaag</li><li>Voldoet aan HACCP, BRC en IFS</li></ul>",Detectaplast,HACCP & horeca,"HACCP & horeca, HACCP pleisters (blauw), btw-9",TRUE,1,Title,Default Title,detectaplast-premium-blauwe-pu-pleisters-waterbestendig-25-x-72-mm-100,,,,continue,manual,9.07,10.08,TRUE,TRUE,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-blauwe-pu-pleisters-waterbestendig-25-x-72-mm-100.jpg,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 25 x 72 mm (100 stuks)",,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 25 x 72 mm (100 stuks)","Waterbestendige blauwe pleisters van Detectaplast Premium, 25 x 72 mm, 100 stuks in een hersluitbaar doosje. De kunststof (PU) pleister is water- en vuilaf",active
detectaplast-premium-blauwe-pu-pleisters-waterbestendig-25-x-72-mm-100,,,,,,,2,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-blauwe-pu-pleisters-waterbestendig-25-x-72-mm-100-2.jpg,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 25 x 72 mm (100 stuks)",,,,
detectaplast-premium-blauwe-pu-pleisters-waterbestendig-25-x-72-mm-100,,,,,,,3,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-blauwe-pu-pleisters-waterbestendig-25-x-72-mm-100-3.jpg,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 25 x 72 mm (100 stuks)",,,,
detectaplast-premium-blauwe-pu-pleisters-waterbestendig-50-x-72-mm-50,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 50 x 72 mm (50 stuks)","<p>Brede waterbestendige pleister van Detectaplast Premium, 50 x 72 mm, voor grotere wonden op hand of arm; 50 stuks in een hersluitbaar doosje. De blauwe kunststofpleister is water- en vuilafstotend, luchtdoorlatend en voorzien van een zeer sterk klevende, hypoallergene en latexvrije kleeflaag. Het wondkussen absorbeert goed en verkleeft niet met de wond. Bedoeld voor de voedingsverwerkende industrie: blauw voor zichtbaarheid, aluminiumlaag voor metaaldetectie en conform HACCP, BRC en IFS.</p><ul><li>50 waterbestendige pleisters van 50 x 72 mm</li><li>Blauw, detecteerbaar door aluminiumlaag</li><li>Water- en vuilafstotend, luchtdoorlatend</li><li>Zeer sterke, hypoallergene en latexvrije kleefstof</li><li>Voldoet aan HACCP, BRC en IFS</li></ul>",Detectaplast,HACCP & horeca,"HACCP & horeca, HACCP pleisters (blauw), btw-9",TRUE,1,Title,Default Title,detectaplast-premium-blauwe-pu-pleisters-waterbestendig-50-x-72-mm-50,,,,continue,manual,11.75,13.06,TRUE,TRUE,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-blauwe-pu-pleisters-waterbestendig-50-x-72-mm-50.jpg,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 50 x 72 mm (50 stuks)",,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 50 x 72 mm (50 stuks)","Brede waterbestendige pleister van Detectaplast Premium, 50 x 72 mm, voor grotere wonden op hand of arm; 50 stuks in een hersluitbaar doosje. De blauwe kun",active
detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-vli,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 68 x 38 mm (Vlinder) (50 stuks)","<p>Waterbestendige vingertoppleister in vlindermodel van Detectaplast Premium, 68 x 38 mm, 50 stuks per hersluitbaar doosje. De blauwe kunststofpleister vouwt zich om de vingertop, is water- en vuilafstotend en luchtdoorlatend, en hecht met een zeer sterke, hypoallergene en latexvrije kleefstof. Het wondkussen absorbeert goed zonder aan de wond te kleven. Ontwikkeld voor de voedingsverwerkende industrie: blauw voor visuele controle, aluminiumlaag voor metaaldetectie, conform HACCP, BRC en IFS.</p><ul><li>Vlindermodel voor de vingertop, 68 x 38 mm</li><li>50 stuks in hersluitbaar doosje</li><li>Waterbestendig, water- en vuilafstotend, luchtdoorlatend</li><li>Blauw, detecteerbaar door aluminiumlaag</li><li>Voldoet aan HACCP, BRC en IFS</li></ul>",Detectaplast,HACCP & horeca,"HACCP & horeca, HACCP pleisters (blauw), btw-9",TRUE,1,Title,Default Title,detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-vli,,,,continue,manual,9.96,11.07,TRUE,TRUE,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-vli.jpg,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 68 x 38 mm (Vlinder) (50 stuks)",,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 68 x 38 mm (Vlinder) (50 stuks)","Waterbestendige vingertoppleister in vlindermodel van Detectaplast Premium, 68 x 38 mm, 50 stuks per hersluitbaar doosje. De blauwe kunststofpleister vouwt",active
detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-vli,,,,,,,2,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-vli-2.jpg,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 68 x 38 mm (Vlinder) (50 stuks)",,,,
detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-vli,,,,,,,3,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-vli-3.jpg,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 68 x 38 mm (Vlinder) (50 stuks)",,,,
detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-vli,,,,,,,4,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-vli-4.jpg,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 68 x 38 mm (Vlinder) (50 stuks)",,,,
detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-kno,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 68 x 38 mm (Knokkel) (50 stuks)","<p>Waterbestendige knokkelpleister in ankermodel van Detectaplast Premium, 68 x 38 mm, 50 stuks per hersluitbaar doosje en per stuk verpakt. De ankervorm sluit goed aan op knokkels en gewrichten; de blauwe kunststofpleister is water- en vuilafstotend, luchtdoorlatend en voorzien van een zeer sterke, hypoallergene en latexvrije kleeflaag. Het wondkussen neemt vocht goed op en verkleeft niet. Bedoeld voor de voedingsverwerkende industrie: blauw voor zichtbaarheid, aluminiumlaag voor metaaldetectie, conform HACCP, BRC en IFS.</p><ul><li>Ankermodel voor knokkels, 68 x 38 mm</li><li>50 stuks, individueel verpakt</li><li>Waterbestendig, water- en vuilafstotend, luchtdoorlatend</li><li>Blauw, detecteerbaar door aluminiumlaag</li><li>Voldoet aan HACCP, BRC en IFS</li></ul>",Detectaplast,HACCP & horeca,"HACCP & horeca, HACCP pleisters (blauw), btw-9",TRUE,1,Title,Default Title,detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-kno,,,,continue,manual,7.45,8.28,TRUE,TRUE,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-kno.jpg,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 68 x 38 mm (Knokkel) (50 stuks)",,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 68 x 38 mm (Knokkel) (50 stuks)","Waterbestendige knokkelpleister in ankermodel van Detectaplast Premium, 68 x 38 mm, 50 stuks per hersluitbaar doosje en per stuk verpakt. De ankervorm slui",active
detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-kno,,,,,,,2,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-kno-2.jpg,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 68 x 38 mm (Knokkel) (50 stuks)",,,,
detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-kno,,,,,,,3,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-blauwe-pu-pleisters-waterbestendig-68-x-38-mm-kno-3.jpg,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 68 x 38 mm (Knokkel) (50 stuks)",,,,
detectaplast-premium-blauwe-pu-pleisters-waterbestendig-120-x-20-mm-10,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 120 x 20 mm (100 stuks)","<p>Waterbestendige lange vingerpleister van Detectaplast Premium, 120 x 20 mm, 100 stuks in een hersluitbaar doosje. De blauwe kunststofpleister wikkelt u om de vinger; hij is water- en vuilafstotend, luchtdoorlatend en hecht met een zeer sterke, hypoallergene en latexvrije kleefstof, zodat hij ook bij nat werk blijft zitten. Het wondkussen absorbeert goed en kleeft niet aan de wond. Voor de levensmiddelenindustrie: blauw voor zichtbaarheid, aluminiumlaag voor metaaldetectie, conform HACCP, BRC en IFS.</p><ul><li>Lange vingerpleister, 120 x 20 mm</li><li>100 stuks in hersluitbaar doosje</li><li>Waterbestendig, water- en vuilafstotend, luchtdoorlatend</li><li>Blauw, detecteerbaar door aluminiumlaag</li><li>Voldoet aan HACCP, BRC en IFS</li></ul>",Detectaplast,HACCP & horeca,"HACCP & horeca, HACCP pleisters (blauw), btw-9",TRUE,1,Title,Default Title,detectaplast-premium-blauwe-pu-pleisters-waterbestendig-120-x-20-mm-10,,,,continue,manual,11.39,12.66,TRUE,TRUE,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-blauwe-pu-pleisters-waterbestendig-120-x-20-mm-10.jpg,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 120 x 20 mm (100 stuks)",,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 120 x 20 mm (100 stuks)","Waterbestendige lange vingerpleister van Detectaplast Premium, 120 x 20 mm, 100 stuks in een hersluitbaar doosje. De blauwe kunststofpleister wikkelt u om ",active
detectaplast-premium-blauwe-pu-pleisters-waterbestendig-180-x-20-mm-10,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 180 x 20 mm (100 stuks)","<p>Extra lange waterbestendige vingerpleister van Detectaplast Premium, 180 x 20 mm, per 100 stuks in een hersluitbaar doosje. Door de lengte van 18 cm kan de blauwe kunststofpleister meerdere keren om de vinger, en dankzij de zeer sterke, hypoallergene en latexvrije kleefstof blijft hij zitten bij nat en vet werk. Het materiaal is water- en vuilafstotend en luchtdoorlatend; het wondkussen absorbeert goed en verkleeft niet. Bestemd voor de voedingsverwerkende industrie: blauw voor zichtbaarheid, aluminiumlaag voor metaaldetectie, conform HACCP, BRC en IFS.</p><ul><li>Lange vingerpleister, 180 x 20 mm</li><li>100 stuks in hersluitbaar doosje</li><li>Waterbestendig, water- en vuilafstotend, luchtdoorlatend</li><li>Blauw, detecteerbaar door aluminiumlaag</li><li>Voldoet aan HACCP, BRC en IFS</li></ul>",Detectaplast,HACCP & horeca,"HACCP & horeca, HACCP pleisters (blauw), btw-9",TRUE,1,Title,Default Title,detectaplast-premium-blauwe-pu-pleisters-waterbestendig-180-x-20-mm-10,,,,continue,manual,15.86,17.62,TRUE,TRUE,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-blauwe-pu-pleisters-waterbestendig-180-x-20-mm-10.jpg,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 180 x 20 mm (100 stuks)",,"Detectaplast Premium blauwe PU pleisters, waterbestendig, 180 x 20 mm (100 stuks)","Extra lange waterbestendige vingerpleister van Detectaplast Premium, 180 x 20 mm, per 100 stuks in een hersluitbaar doosje. Door de lengte van 18 cm kan de",active
detectaplast-premium-x-ray-blauwe-pu-pleisters-25x72mm-100-stuks,Detectaplast Premium (X-ray) blauwe PU pleisters 25x72mm (100 stuks),"<p>Blauwe X-ray pleisters van Detectaplast Premium, 25 x 72 mm, 100 stuks, elk steriel verpakt. Deze waterbestendige polyurethaanpleister (PU) is op drie manieren detecteerbaar: visueel door de blauwe kleur, elektromagnetisch door metaaldetectoren en met röntgenapparatuur. Daarmee is hij bedoeld voor productielijnen in de voedingsindustrie waar naast metaaldetectie ook röntgencontrole wordt toegepast. De pleister is waterdicht, elastisch, hypoallergeen en water- en vuilafstotend.</p><ul><li>100 stuks van 25 x 72 mm, per stuk steriel verpakt</li><li>Detecteerbaar met röntgen, metaaldetectie en visueel</li><li>Waterdicht en waterbestendig PU-materiaal</li><li>Elastisch en hypoallergeen</li><li>Voor de voedingsindustrie (HACCP)</li></ul>",Detectaplast,HACCP & horeca,"HACCP & horeca, HACCP pleisters (blauw), btw-9",TRUE,1,Title,Default Title,detectaplast-premium-x-ray-blauwe-pu-pleisters-25x72mm-100-stuks,,,,continue,manual,15.80,17.55,TRUE,TRUE,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-x-ray-blauwe-pu-pleisters-25x72mm-100-stuks.jpg,Detectaplast Premium (X-ray) blauwe PU pleisters 25x72mm (100 stuks),,Detectaplast Premium (X-ray) blauwe PU pleisters 25x72mm (100 stuks),"Blauwe X-ray pleisters van Detectaplast Premium, 25 x 72 mm, 100 stuks, elk steriel verpakt. Deze waterbestendige polyurethaanpleister (PU) is op drie mani",active
detectaplast-premium-x-ray-blauwe-pu-pleisters-50x72mm-50-stuks,Detectaplast Premium (X-ray) blauwe PU pleisters 50x72mm (50 stuks),"<p>Brede blauwe X-ray pleister van Detectaplast Premium, 50 x 72 mm, 50 stuks per doos en per stuk steriel verpakt. Het waterbestendige PU-materiaal is waterdicht, elastisch en hypoallergeen en stoot water en vuil af. De pleister wordt zowel door röntgencontrole als door metaaldetectoren gesignaleerd en is door de blauwe kleur ook met het oog terug te vinden. Bedoeld voor grotere wonden op hand of arm in voedingsbedrijven die volgens HACCP werken.</p><ul><li>50 stuks van 50 x 72 mm, per stuk steriel verpakt</li><li>Detecteerbaar met röntgen, metaaldetectie en visueel</li><li>Waterdicht en waterbestendig PU-materiaal</li><li>Elastisch en hypoallergeen</li><li>Voor de voedingsindustrie (HACCP)</li></ul>",Detectaplast,HACCP & horeca,"HACCP & horeca, HACCP pleisters (blauw), btw-9",TRUE,1,Title,Default Title,detectaplast-premium-x-ray-blauwe-pu-pleisters-50x72mm-50-stuks,,,,continue,manual,17.61,19.57,TRUE,TRUE,https://ehbodepot.nl/assets/img/products/evac/detectaplast-premium-x-ray-blauwe-pu-pleisters-50x72mm-50-stuks.jpg,Detectaplast Premium (X-ray) blauwe PU pleisters 50x72mm (50 stuks),,Detectaplast Premium (X-ray) blauwe PU pleisters 50x72mm (50 stuks),"Brede blauwe X-ray pleister van Detectaplast Premium, 50 x 72 mm, 50 stuks per doos en per stuk steriel verpakt. Het waterbestendige PU-materiaal is waterd",active
snogg-uni-next-8cm-x-1m,Snogg Uni next -8cm x 1m,"<p>Snogg Uni next is een elastisch schuimverband zonder kleefstof op een rol van 1 m x 8 cm. Het verband hecht aan zichzelf en niet aan huid, haar of wond, kan direct op de wond worden gelegd en is eenvoudig weer te verwijderen; schaar, verbandklemmen, veiligheidsspelden of hechtpleister zijn niet nodig. Uni is dikker en steviger dan Snogg Soft1 en daardoor bedoeld voor hoofdverbanden en gewrichten waar spanning op het verband staat, maar ook als steun- of drukverband. Het materiaal is ademend, absorberend en waterbestendig.</p><ul><li>Rol van 1 m x 8 cm</li><li>Elastisch schuimverband zonder kleefstof, hecht aan zichzelf</li><li>Dikker en sterker dan Soft1, voor hoofd en gewrichten</li><li>Ook bruikbaar als steun- en drukverband</li><li>Ademend, absorberend en waterbestendig</li></ul>",Cederroth soft / Snogg,HACCP & horeca,"HACCP & horeca, HACCP pleisters (blauw), btw-9",TRUE,1,Title,Default Title,snogg-uni-next-8cm-x-1m,,,,continue,manual,11.79,13.10,TRUE,TRUE,https://ehbodepot.nl/assets/img/products/evac/snogg-uni-next-8cm-x-1m.jpg,Snogg Uni next -8cm x 1m,,Snogg Uni next -8cm x 1m | EHBO Depot,"Snogg Uni next is een elastisch schuimverband zonder kleefstof op een rol van 1 m x 8 cm. Het verband hecht aan zichzelf en niet aan huid, haar of wond, ka",active
snogg-uni-next-8cm-x-1m,,,,,,,2,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/snogg-uni-next-8cm-x-1m-2.jpg,Snogg Uni next -8cm x 1m,,,,
detectaplast-blauwe-vingerling-rubber-50-stuks,Detectaplast blauwe vingerling rubber (50 stuks),"<p>Detectaplast vingerlingen zijn blauwe vingercondooms in een universele maat, verpakt per 50 stuks in een doosje. Ze zijn gemaakt van elastisch natuurrubber, licht voorgepoederd en bestand tegen indringende oliën, vetten en zuren. Door de blauwe kleur zijn ze visueel snel te detecteren, waardoor ze geschikt zijn voor horeca en de voedingsmiddelen- en chemische industrie waar volgens HACCP wordt gewerkt. Een vingerling beschermt een pleister of verbonden vinger tijdens het werk.</p><ul><li>Universele maat, 50 stuks per doosje</li><li>Elastisch natuurrubber, licht voorgepoederd</li><li>Bestand tegen oliën, vetten en zuren</li><li>Blauw, visueel snel detecteerbaar (HACCP)</li></ul>",Detectaplast,HACCP & horeca,"HACCP & horeca, HACCP pleisters (blauw)",TRUE,1,Title,Default Title,detectaplast-blauwe-vingerling-rubber-50-stuks,,,,continue,manual,43.79,48.66,TRUE,TRUE,https://ehbodepot.nl/assets/img/products/evac/detectaplast-blauwe-vingerling-rubber-50-stuks.jpg,Detectaplast blauwe vingerling rubber (50 stuks),,Detectaplast blauwe vingerling rubber (50 stuks),"Detectaplast vingerlingen zijn blauwe vingercondooms in een universele maat, verpakt per 50 stuks in een doosje. Ze zijn gemaakt van elastisch natuurrubber",active
detectaplast-blauwe-vingerling-rubber-50-stuks,,,,,,,2,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-blauwe-vingerling-rubber-50-stuks-2.jpg,Detectaplast blauwe vingerling rubber (50 stuks),,,,
detectaplast-blauwe-vingerling-rubber-50-stuks,,,,,,,3,,,,,,,,,,,,,https://ehbodepot.nl/assets/img/products/evac/detectaplast-blauwe-vingerling-rubber-50-stuks-3.jpg,Detectaplast blauwe vingerling rubber (50 stuks),,,,
